name,symbol,category
Dafam Property Indonesia Tbk.,DFAM.JK,Unknown
Charnic Capital Tbk.,NICK.JK,Unknown
Bank BTPN Syariah Tbk.,BTPS.JK,Unknown
Surya Pertiwi Tbk.,SPTO.JK,Unknown
Royal Prima Tbk.,PRIM.JK,Unknown
Medikaloka Hermina Tbk.,HEAL.JK,Unknown
Guna Timur Raya Tbk.,TRUK.JK,Unknown
Sarimelati Kencana Tbk.,PZZA.JK,Unknown
Asuransi Tugu Pratama Indonesi,TUGU.JK,Unknown
MNC Digital Entertainment Tbk.,MSIN.JK,Unknown
Sriwahana Adityakarta Tbk.,SWAT.JK,Unknown
Steadfast Marine Tbk.,KPAL.JK,Unknown
Trimuda Nuansa Citra Tbk.,TNCA.JK,Unknown
Map Aktif Adiperkasa Tbk.,MAPA.JK,Unknown
Transcoal Pacific Tbk.,TCPI.JK,Unknown
Indonesia Kendaraan Terminal T,IPCC.JK,Unknown
Jaya Sukses Makmur Sentosa Tbk,RISE.JK,Unknown
Batavia Prosperindo Trans Tbk.,BPTR.JK,Unknown
Pollux Properties Indonesia Tb,POLL.JK,Unknown
NFC Indonesia Tbk.,NFCX.JK,Unknown
Mahkota Group Tbk.,MGRO.JK,Unknown
Sinergi Megah Internusa Tbk.,NUSA.JK,Unknown
MD Pictures Tbk.,FILM.JK,Unknown
Andira Agro Tbk.,ANDI.JK,Unknown
Trimitra Propertindo Tbk.,LAND.JK,Unknown
Madusari Murni Indah Tbk.,MOLI.JK,Unknown
Pratama Abadi Nusa Industri Tb,PANI.JK,Unknown
Arkadia Digital Media Tbk.,DIGI.JK,Unknown
Natura City Developments Tbk.,CITY.JK,Unknown
Satria Antaran Prima Tbk.,SAPX.JK,Unknown
Cottonindo Ariesta Tbk.,KPAS.JK,Unknown
Super Energy Tbk.,SURE.JK,Unknown
HK Metals Utama Tbk.,HKMU.JK,Unknown
Maha Properti Indonesia Tbk.,MPRO.JK,Unknown
Jaya Bersama Indo Tbk.,DUCK.JK,Unknown
Garudafood Putra Putri Jaya Tb,GOOD.JK,Unknown
Superkrane Mitra Utama Tbk.,SKRN.JK,Unknown
Yelooo Integra Datanet Tbk.,YELO.JK,Unknown
Cahayaputra Asa Keramik Tbk.,CAKK.JK,Unknown
Kota Satu Properti Tbk.,SATU.JK,Unknown
Shield On Service Tbk.,SOSS.JK,Unknown
Dewata Freightinternational Tb,DEAL.JK,Unknown
Pool Advista Finance Tbk.,POLA.JK,Unknown
Distribusi Voucher Nusantara T,DIVA.JK,Unknown
Sentral Mitra Informatika Tbk.,LUCK.JK,Unknown
Urban Jakarta Propertindo Tbk.,URBN.JK,Unknown
Satria Mega Kencana Tbk.,SOTS.JK,Unknown
Mega Perintis Tbk.,ZONE.JK,Unknown
Phapros Tbk.,PEHA.JK,Unknown
Sentra Food Indonesia Tbk.,FOOD.JK,Unknown
Estika Tata Tiara Tbk.,BEEF.JK,Unknown
Pollux Hotels Group Tbk.,POLI.JK,Unknown
Citra Putra Realty Tbk.,CLAY.JK,Unknown
Surya Permata Andalan Tbk.,NATO.JK,Unknown
Armada Berjaya Trans Tbk.,JAYA.JK,Unknown
Wahana Interfood Nusantara Tbk,COCO.JK,Unknown
Meta Epsi Tbk.,MTPS.JK,Unknown
Capri Nusa Satu Properti Tbk.,CPRI.JK,Unknown
Menteng Heritage Realty Tbk.,HRME.JK,Unknown
Bliss Properti Indonesia Tbk.,POSA.JK,Unknown
Jasnita Telekomindo Tbk.,JAST.JK,Unknown
Hotel Fitra International Tbk.,FITT.JK,Unknown
Bali Bintang Sejahtera Tbk.,BOLA.JK,Unknown
Communication Cable Systems In,CCSI.JK,Unknown
Surya Fajar Capital Tbk.,SFAN.JK,Unknown
Golden Flower Tbk.,POLU.JK,Unknown
Krida Jaringan Nusantara Tbk.,KJEN.JK,Unknown
Darmi Bersaudara Tbk.,KAYU.JK,Unknown
Indonesian Tobacco Tbk.,ITIC.JK,Unknown
Bima Sakti Pertiwi Tbk.,PAMG.JK,Unknown
MNC Vision Networks Tbk.,IPTV.JK,Unknown
Berkah Prima Perkasa Tbk.,BLUE.JK,Unknown
Envy Technologies Indonesia Tb,ENVY.JK,Unknown
Eastparc Hotel Tbk.,EAST.JK,Unknown
Asuransi Jiwa Sinarmas MSIG Tb,LIFE.JK,Unknown
Fuji Finance Indonesia Tbk.,FUJI.JK,Unknown
DMS Propertindo Tbk.,KOTA.JK,Unknown
Inocycle Technology Group Tbk.,INOV.JK,Unknown
Arkha Jayanti Persada Tbk.,ARKA.JK,Unknown
Satyamitra Kemas Lestari Tbk.,SMKL.JK,Unknown
Hensel Davest Indonesia Tbk.,HDIT.JK,Unknown
Kencana Energi Lestari Tbk.,KEEN.JK,Unknown
Bhakti Agung Propertindo Tbk.,BAPI.JK,Unknown
Telefast Indonesia Tbk.,TFAS.JK,Unknown
Gunung Raja Paksi Tbk.,GGRP.JK,Unknown
Optima Prima Metal Sinergi Tbk,OPMS.JK,Unknown
Nusantara Almazia Tbk.,NZIA.JK,Unknown
Gaya Abadi Sempurna Tbk.,SLIS.JK,Unknown
Trinitan Metals and Minerals T,PURE.JK,Unknown
Itama Ranoraya Tbk.,IRRA.JK,Unknown
Digital Mediatama Maxima Tbk.,DMMX.JK,Unknown
Singaraja Putra Tbk.,SINI.JK,Unknown
Ginting Jaya Energi Tbk.,WOWS.JK,Unknown
Sinergi Inti Plastindo Tbk.,ESIP.JK,Unknown
Dana Brata Luhur Tbk.,TEBE.JK,Unknown
Mulia Boga Raya Tbk.,KEJU.JK,Unknown
Palma Serasih Tbk.,PSGO.JK,Unknown
Asia Sejahtera Mina Tbk.,AGAR.JK,Unknown
Ifishdeco Tbk.,IFSH.JK,Unknown
Repower Asia Indonesia Tbk.,REAL.JK,Unknown
Indonesia Fibreboard Industry,IFII.JK,Unknown
Putra Mandiri Jembar Tbk.,PMJS.JK,Unknown
Uni-Charm Indonesia Tbk.,UCID.JK,Unknown
Galva Technologies Tbk.,GLVA.JK,Unknown
Tourindo Guide Indonesia Tbk.,PGJO.JK,Unknown
Bank Amar Indonesia Tbk.,AMAR.JK,Unknown
Cisadane Sawit Raya Tbk.,CSRA.JK,Unknown
Royalindo Investa Wijaya Tbk.,INDO.JK,Unknown
Ashmore Asset Management Indon,AMOR.JK,Unknown
Perintis Triniti Properti Tbk.,TRIN.JK,Unknown
Diamond Food Indonesia Tbk.,DMND.JK,Unknown
Putra Rajawali Kencana Tbk.,PURA.JK,Unknown
Pratama Widya Tbk.,PTPW.JK,Unknown
Lancartama Sejati Tbk.,TAMA.JK,Unknown
Era Mandiri Cemerlang Tbk.,IKAN.JK,Unknown
Agro Yasa Lestari Tbk.,AYLS.JK,Unknown
Diamond Citra Propertindo Tbk.,DADA.JK,Unknown
Andalan Sakti Primaindo Tbk.,ASPI.JK,Unknown
Esta Multi Usaha Tbk.,ESTA.JK,Unknown
Batulicin Nusantara Maritim Tb,BESS.JK,Unknown
Makmur Berkah Amanda Tbk.,AMAN.JK,Unknown
Metro Healthcare Indonesia Tbk,CARE.JK,Unknown
Saraswanti Anugerah Makmur Tbk,SAMF.JK,Unknown
Sejahtera Bintang Abadi Textil,SBAT.JK,Unknown
Karya Bersama Anugerah Tbk.,KBAG.JK,Unknown
Cahaya Bintang Medan Tbk.,CBMF.JK,Unknown
Aesler Grup Internasional Tbk.,RONY.JK,Unknown
Cipta Selera Murni Tbk.,CSMI.JK,Unknown
Bumi Benowo Sukses Sejahtera T,BBSS.JK,Unknown
Bhakti Multi Artha Tbk.,BHAT.JK,Unknown
Cashlez Worldwide Indonesia Tb,CASH.JK,Unknown
Indosterling Technomedia Tbk.,TECH.JK,Unknown
Megalestari Epack Sentosaraya,EPAC.JK,Unknown
Pakuan Tbk.,UANG.JK,Unknown
Pradiksi Gunatama Tbk.,PGUN.JK,Unknown
Boston Furniture Industries Tb,SOFA.JK,Unknown
Prima Globalindo Logistik Tbk.,PPGL.JK,Unknown
Sunindo Adipersada Tbk.,TOYS.JK,Unknown
Sumber Global Energy Tbk.,SGER.JK,Unknown
Transkon Jaya Tbk.,TRJA.JK,Unknown
Pinago Utama Tbk.,PNGO.JK,Unknown
Selaras Citra Nusantara Perkas,SCNP.JK,Unknown
Krom Bank Indonesia Tbk.,BBSI.JK,Unknown
Kurniamitra Duta Sentosa Tbk.,KMDS.JK,Unknown
Puri Global Sukses Tbk.,PURI.JK,Unknown
Soho Global Health Tbk.,SOHO.JK,Unknown
Grand House Mulia Tbk.,HOMI.JK,Unknown
Rockfields Properti Indonesia,ROCK.JK,Unknown
Morenzo Abadi Perkasa Tbk.,ENZO.JK,Unknown
Planet Properindo Jaya Tbk.,PLAN.JK,Unknown
Djasa Ubersakti Tbk.,PTDU.JK,Unknown
Trimitra Prawara Goldland Tbk.,ATAP.JK,Unknown
Victoria Care Indonesia Tbk.,VICI.JK,Unknown
Panca Mitra Multiperdana Tbk.,PMMP.JK,Unknown
Solusi Sinergi Digital Tbk.,WIFI.JK,Unknown
FAP Agri Tbk.,FAPA.JK,Unknown
DCI Indonesia Tbk.,DCII.JK,Unknown
Ketrosden Triasmitra Tbk.,KETR.JK,Unknown
Diagnos Laboratorium Utama Tbk,DGNS.JK,Unknown
Damai Sejahtera Abadi Tbk.,UFOE.JK,Unknown
Bank Aladin Syariah Tbk.,BANK.JK,Unknown
Widodo Makmur Unggas Tbk.,WMUU.JK,Unknown
Indointernet Tbk.,EDGE.JK,Unknown
Ulima Nitra Tbk.,UNIQ.JK,Unknown
Berkah Beton Sadaya Tbk.,BEBS.JK,Unknown
Sunter Lakeside Hotel Tbk.,SNLK.JK,Unknown
Zyrexindo Mandiri Buana Tbk.,ZYRX.JK,Unknown
Imago Mulia Persada Tbk.,LFLO.JK,Unknown
Fimperkasa Utama Tbk.,FIMP.JK,Unknown
Triputra Agro Persada Tbk.,TAPG.JK,Unknown
Nusa Palapa Gemilang Tbk.,NPGF.JK,Unknown
Lima Dua Lima Tiga Tbk.,LUCY.JK,Unknown
Adhi Commuter Properti Tbk.,ADCP.JK,Unknown
Harapan Duta Pertiwi Tbk.,HOPE.JK,Unknown
Panca Anugrah Wisesa Tbk.,MGLV.JK,Unknown
Triniti Dinamik Tbk.,TRUE.JK,Unknown
Ladangbaja Murni Tbk.,LABA.JK,Unknown
Archi Indonesia Tbk.,ARCI.JK,Unknown
Era Graharealty Tbk.,IPAC.JK,Unknown
Bank Multiarta Sentosa Tbk.,MASB.JK,Unknown
Bundamedik Tbk.,BMHS.JK,Unknown
Falmaco Nonwoven Industri Tbk.,FLMC.JK,Unknown
PAM Mineral Tbk.,NICL.JK,Unknown
Trimegah Karya Pratama Tbk.,UVCR.JK,Unknown
Bukalapak.com Tbk.,BUKA.JK,Unknown
Hasnur Internasional Shipping,HAIS.JK,Unknown
Indo Oil Perkasa Tbk.,OILS.JK,Unknown
Geoprima Solusi Tbk.,GPSO.JK,Unknown
Mandom Indonesia Tbk.,TCID.JK,Unknown
Omni Inovasi Indonesia Tbk.,TELE.JK,Unknown
Tifico Fiber Indonesia Tbk.,TFCO.JK,Unknown
Tigaraksa Satria Tbk.,TGKA.JK,Unknown
KDB Tifa Finance Tbk.,TIFA.JK,Unknown
Timah Tbk.,TINS.JK,Unknown
Tira Austenite Tbk,TIRA.JK,Unknown
Tirta Mahakam Resources Tbk,TIRT.JK,Unknown
Menthobi Karyatama Raya Tbk.,MKTR.JK,Unknown
Jayamas Medica Industri Tbk.,OMED.JK,Unknown
Wulandari Bangun Laksana Tbk.,BSBK.JK,Unknown
Primadaya Plastisindo Tbk.,PDPP.JK,Unknown
Puri Sentul Permai Tbk.,KDTN.JK,Unknown
Bersama Zatta Jaya Tbk.,ZATA.JK,Unknown
Baramulti Suksessarana Tbk.,BSSR.JK,Unknown
Bank Of India Indonesia Tbk.,BSWD.JK,Unknown
Bumi Teknokultura Unggul Tbk,BTEK.JK,Unknown
Bakrie Telecom Tbk.,BTEL.JK,Unknown
Betonjaya Manunggal Tbk.,BTON.JK,Unknown
Bank BTPN Tbk.,BTPN.JK,Unknown
Budi Starch & Sweetener Tbk.,BUDI.JK,Unknown
Prima Andalan Mandiri Tbk.,MCOL.JK,Unknown
Kedoya Adyaraya Tbk.,RSGK.JK,Unknown
Global Sukses Solusi Tbk.,RUNS.JK,Unknown
Surya Biru Murni Acetylene Tbk,SBMA.JK,Unknown
Cemindo Gemilang Tbk.,CMNT.JK,Unknown
GTS Internasional Tbk.,GTSI.JK,Unknown
Idea Indonesia Akademi Tbk.,IDEA.JK,Unknown
Ace Oldfields Tbk.,KUAS.JK,Unknown
Formosa Ingredient Factory Tbk,BOBA.JK,Unknown
Dayamitra Telekomunikasi Tbk.,MTEL.JK,Unknown
Caturkarda Depo Bangunan Tbk.,DEPO.JK,Unknown
Perma Plasindo Tbk.,BINO.JK,Unknown
Cisarua Mountain Dairy Tbk.,CMRY.JK,Unknown
Nusantara Pelabuhan Handal Tbk,PORT.JK,Unknown
Industri dan Perdagangan Bintr,CARS.JK,Unknown
Sanurhasta Mitra Tbk.,MINA.JK,Unknown
Forza Land Indonesia Tbk.,FORZ.JK,Unknown
Sariguna Primatirta Tbk.,CLEO.JK,Unknown
Pelayaran Tamarin Samudra Tbk.,TAMU.JK,Unknown
Wijaya Karya (Persero) Tbk.,WIKA.JK,Unknown
Wintermar Offshore Marine Tbk.,WINS.JK,Unknown
Wahana Ottomitra Multiartha Tb,WOMF.JK,Unknown
Waskita Karya (Persero) Tbk.,WSKT.JK,Unknown
Wijaya Karya Beton Tbk.,WTON.JK,Unknown
Yanaprima Hastapersada Tbk,YPAS.JK,Unknown
Yulie Sekuritas Indonesia Tbk.,YULE.JK,Unknown
Dosni Roha Indonesia Tbk.,ZBRA.JK,Unknown
Indomobil Multi Jasa Tbk.,IMJS.JK,Unknown
Impack Pratama Industri Tbk.,IMPC.JK,Unknown
Indofarma Tbk.,INAF.JK,Unknown
Indal Aluminium Industry Tbk.,INAI.JK,Unknown
Intanwijaya Internasional Tbk,INCI.JK,Unknown
Vale Indonesia Tbk.,INCO.JK,Unknown
Indofood Sukses Makmur Tbk.,INDF.JK,Unknown
Indo-Rama Synthetics Tbk.,INDR.JK,Unknown
Wira Global Solusi Tbk.,WGSH.JK,Unknown
Jaya Swarasa Agung Tbk.,TAYS.JK,Unknown
Widodo Makmur Perkasa Tbk.,WMPP.JK,Unknown
RMK Energy Tbk.,RMKE.JK,Unknown
OBM Drilchem Tbk.,OBMD.JK,Unknown
Avia Avian Tbk.,AVIA.JK,Unknown
Indo Pureco Pratama Tbk.,IPPE.JK,Unknown
Wahana Inti Makmur Tbk.,NASI.JK,Unknown
Bintang Samudera Mandiri Lines,BSML.JK,Unknown
Dharma Polimetal Tbk.,DRMA.JK,Unknown
Adaro Minerals Indonesia Tbk.,ADMR.JK,Unknown
Semacom Integrated Tbk.,SEMA.JK,Unknown
Autopedia Sukses Lestari Tbk.,ASLC.JK,Unknown
Asuransi Jiwa Syariah Jasa Mit,JMAS.JK,Unknown
Campina Ice Cream Industry Tbk,CAMP.JK,Unknown
Jasa Armada Indonesia Tbk.,IPCM.JK,Unknown
Prima Cakrawala Abadi Tbk.,PCAR.JK,Unknown
LCK Global Kedaton Tbk.,LCKM.JK,Unknown
Borneo Olah Sarana Sukses Tbk.,BOSS.JK,Unknown
Jaya Trishindo Tbk.,HELI.JK,Unknown
Net Visi Media Tbk.,NETV.JK,Unknown
Mitra Angkasa Sejahtera Tbk.,BAUT.JK,Unknown
Champ Resto Indonesia Tbk.,ENAK.JK,Unknown
Nusatama Berkah Tbk.,NTBK.JK,Unknown
Sumber Mas Konstruksi Tbk.,SMKM.JK,Unknown
Sumber Tani Agung Resources Tb,STAA.JK,Unknown
Nanotech Indonesia Global Tbk.,NANO.JK,Unknown
Sepeda Bersama Indonesia Tbk.,BIKE.JK,Unknown
Jasa Marga (Persero) Tbk.,JSMR.JK,Unknown
Jakarta Setiabudi Internasiona,JSPT.JK,Unknown
Jasuindo Tiga Perkasa Tbk.,JTPE.JK,Unknown
Kimia Farma Tbk.,KAEF.JK,Unknown
ICTSI Jasa Prima Tbk.,KARW.JK,Unknown
KMI Wire & Cable Tbk.,KBLI.JK,Unknown
Kabelindo Murni Tbk.,KBLM.JK,Unknown
First Media Tbk.,KBLV.JK,Unknown
Kertas Basuki Rachmat Indonesi,KBRI.JK,Unknown
WIR ASIA Tbk.,WIRG.JK,Unknown
Sigma Energy Compressindo Tbk.,SICO.JK,Unknown
GoTo Gojek Tokopedia Tbk.,GOTO.JK,Unknown
Teladan Prima Agro Tbk.,TLDN.JK,Unknown
Murni Sadar Tbk.,MTMH.JK,Unknown
Winner Nusantara Jaya Tbk.,WINR.JK,Unknown
Indo Boga Sukses Tbk.,IBOS.JK,Unknown
Oscar Mitra Sukses Sejahtera T,OLIV.JK,Unknown
Cilacap Samudera Fishing Indus,ASHA.JK,Unknown
Saraswanti Indoland Development,SWID.JK,Unknown
Cerestar Indonesia Tbk.,TRGU.JK,Unknown
Arkora Hydro Tbk.,ARKO.JK,Unknown
Alam Sutera Realty Tbk.,ASRI.JK,Unknown
Asuransi Ramayana Tbk.,ASRM.JK,Unknown
Adi Sarana Armada Tbk.,ASSA.JK,Unknown
Anabatic Technologies Tbk.,ATIC.JK,Unknown
Astra Otoparts Tbk.,AUTO.JK,Unknown
Bank MNC Internasional Tbk.,BABP.JK,Unknown
Bank Capital Indonesia Tbk.,BACA.JK,Unknown
Kino Indonesia Tbk.,KINO.JK,Unknown
Mahaka Radio Integra Tbk.,MARI.JK,Unknown
Mitra Komunikasi Nusantara Tbk,MKNT.JK,Unknown
Mitra Pemuda Tbk.,MTRA.JK,Unknown
Maharaksa Biru Energi Tbk.,OASA.JK,Unknown
Cikarang Listrindo Tbk.,POWR.JK,Unknown
Chemstar Indonesia Tbk.,CHEM.JK,Unknown
Dewi Shri Farmindo Tbk.,DEWI.JK,Unknown
Tera Data Indonusa Tbk.,AXIO.JK,Unknown
Bangun Karya Perkasa Jaya Tbk.,KRYA.JK,Unknown
Habco Trans Maritima Tbk.,HATM.JK,Unknown
Utama Radar Cahaya Tbk.,RCCC.JK,Unknown
Aman Agrindo Tbk.,GULA.JK,Unknown
Jhonlin Agro Raya Tbk.,JARR.JK,Unknown
Agung Menjangan Mas Tbk.,AMMS.JK,Unknown
Sari Kreasi Boga Tbk.,RAFI.JK,Unknown
Kusuma Kemindo Sentosa Tbk.,KKES.JK,Unknown
Pelayaran Nasional Ekalya Purn,ELPI.JK,Unknown
Estee Gold Feet Tbk.,EURO.JK,Unknown
Klinko Karya Imaji Tbk.,KLIN.JK,Unknown
Rohartindo Nusantara Luas Tbk.,TOOL.JK,Unknown
Segar Kumala Indonesia Tbk.,BUAH.JK,Unknown
Toba Surimi Industries Tbk.,CRAB.JK,Unknown
Hetzer Medical Indonesia Tbk.,MEDS.JK,Unknown
Black Diamond Resources Tbk.,COAL.JK,Unknown
Famon Awal Bros Sedaya Tbk.,PRAY.JK,Unknown
Citra Borneo Utama Tbk.,CBUT.JK,Unknown
Global Digital Niaga Tbk.,BELI.JK,Unknown
Chandra Daya Investasi Tbk.,CDIA.JK,Unknown
PT Cakra Buana Resources Energi Tbk.,CBRE.JK,Unknown
PT Sinergi Inti Andalan Prima Tbk.,INET.JK,Unknown
